"","instant","dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","date","hour"
"13865",13865,2012-08-05,3,1,"Aug",21,0,0,0,"Clear-Few clouds",0.72,0.697,0.79,0.1045,51,157,208,2012-08-05,21
"13866",13866,2012-08-05,3,1,"Aug",22,0,0,0,"Clear-Few clouds",0.72,0.697,0.79,0.0896,57,100,157,2012-08-05,22
"13867",13867,2012-08-05,3,1,"Aug",23,0,0,0,"Mist-Cloudy",0.72,0.697,0.79,0.1642,29,58,87,2012-08-05,23
"13868",13868,2012-08-06,3,1,"Aug",0,0,1,1,"Mist-Cloudy",0.72,0.697,0.79,0,9,24,33,2012-08-06,0
"13869",13869,2012-08-06,3,1,"Aug",1,0,1,1,"Clear-Few clouds",0.72,0.697,0.79,0.0896,1,10,11,2012-08-06,1
"13870",13870,2012-08-06,3,1,"Aug",2,0,1,1,"Mist-Cloudy",0.72,0.697,0.79,0.1343,0,5,5,2012-08-06,2
"13871",13871,2012-08-06,3,1,"Aug",3,0,1,1,"Light Snow-Rain",0.72,0.697,0.79,0.0896,0,5,5,2012-08-06,3
"13872",13872,2012-08-06,3,1,"Aug",4,0,1,1,"Mist-Cloudy",0.72,0.697,0.74,0.1343,3,8,11,2012-08-06,4
"13873",13873,2012-08-06,3,1,"Aug",5,0,1,1,"Clear-Few clouds",0.7,0.6667,0.79,0.194,2,23,25,2012-08-06,5
"13874",13874,2012-08-06,3,1,"Aug",6,0,1,1,"Mist-Cloudy",0.7,0.6667,0.79,0.2239,4,137,141,2012-08-06,6
"13875",13875,2012-08-06,3,1,"Aug",7,0,1,1,"Light Snow-Rain",0.72,0.6818,0.7,0.194,14,393,407,2012-08-06,7
"13876",13876,2012-08-06,3,1,"Aug",8,0,1,1,"Mist-Cloudy",0.7,0.6667,0.79,0,27,578,605,2012-08-06,8
"13877",13877,2012-08-06,3,1,"Aug",9,0,1,1,"Light Snow-Rain",0.7,0.6667,0.79,0.1642,28,248,276,2012-08-06,9
"13878",13878,2012-08-06,3,1,"Aug",10,0,1,1,"Clear-Few clouds",0.74,0.697,0.7,0.2239,54,159,213,2012-08-06,10
"13879",13879,2012-08-06,3,1,"Aug",11,0,1,1,"Clear-Few clouds",0.76,0.7273,0.66,0.1343,108,152,260,2012-08-06,11
"13880",13880,2012-08-06,3,1,"Aug",12,0,1,1,"Mist-Cloudy",0.78,0.7273,0.55,0.0896,72,213,285,2012-08-06,12
"13881",13881,2012-08-06,3,1,"Aug",13,0,1,1,"Clear-Few clouds",0.8,0.7424,0.49,0.2239,85,204,289,2012-08-06,13
"13882",13882,2012-08-06,3,1,"Aug",14,0,1,1,"Clear-Few clouds",0.82,0.7576,0.46,0,99,188,287,2012-08-06,14
"13883",13883,2012-08-06,3,1,"Aug",15,0,1,1,"Clear-Few clouds",0.82,0.7576,0.46,0.1343,91,183,274,2012-08-06,15
"13884",13884,2012-08-06,3,1,"Aug",16,0,1,1,"Clear-Few clouds",0.84,0.7576,0.41,0.1045,88,363,451,2012-08-06,16
"13885",13885,2012-08-06,3,1,"Aug",17,0,1,1,"Clear-Few clouds",0.82,0.7424,0.41,0,112,746,858,2012-08-06,17
"13886",13886,2012-08-06,3,1,"Aug",18,0,1,1,"Clear-Few clouds",0.82,0.7424,0.41,0.1343,100,743,843,2012-08-06,18
"13887",13887,2012-08-06,3,1,"Aug",19,0,1,1,"Clear-Few clouds",0.78,0.7424,0.59,0.194,109,531,640,2012-08-06,19
"13888",13888,2012-08-06,3,1,"Aug",20,0,1,1,"Clear-Few clouds",0.76,0.7273,0.66,0.1642,89,368,457,2012-08-06,20
"13889",13889,2012-08-06,3,1,"Aug",21,0,1,1,"Clear-Few clouds",0.74,0.697,0.7,0.194,72,245,317,2012-08-06,21
"13890",13890,2012-08-06,3,1,"Aug",22,0,1,1,"Clear-Few clouds",0.74,0.697,0.7,0.0896,50,157,207,2012-08-06,22
"13891",13891,2012-08-06,3,1,"Aug",23,0,1,1,"Clear-Few clouds",0.72,0.697,0.74,0.194,16,97,113,2012-08-06,23
"13892",13892,2012-08-07,3,1,"Aug",0,0,2,1,"Clear-Few clouds",0.7,0.6667,0.84,0.194,15,32,47,2012-08-07,0
"13893",13893,2012-08-07,3,1,"Aug",1,0,2,1,"Clear-Few clouds",0.7,0.6667,0.84,0.1343,2,16,18,2012-08-07,1
"13894",13894,2012-08-07,3,1,"Aug",2,0,2,1,"Clear-Few clouds",0.7,0.6667,0.84,0.1343,6,7,13,2012-08-07,2
"13895",13895,2012-08-07,3,1,"Aug",3,0,2,1,"Clear-Few clouds",0.7,0.6667,0.84,0,0,6,6,2012-08-07,3
"13896",13896,2012-08-07,3,1,"Aug",4,0,2,1,"Clear-Few clouds",0.68,0.6364,0.83,0.1343,2,7,9,2012-08-07,4
"13897",13897,2012-08-07,3,1,"Aug",5,0,2,1,"Clear-Few clouds",0.7,0.6667,0.79,0.1045,3,33,36,2012-08-07,5
"13898",13898,2012-08-07,3,1,"Aug",6,0,2,1,"Mist-Cloudy",0.7,0.6667,0.79,0.194,3,176,179,2012-08-07,6
"13899",13899,2012-08-07,3,1,"Aug",7,0,2,1,"Mist-Cloudy",0.7,0.6667,0.74,0.1343,21,481,502,2012-08-07,7
"13900",13900,2012-08-07,3,1,"Aug",8,0,2,1,"Mist-Cloudy",0.7,0.6515,0.7,0.1642,41,664,705,2012-08-07,8
"13901",13901,2012-08-07,3,1,"Aug",9,0,2,1,"Mist-Cloudy",0.7,0.6667,0.74,0.1343,44,283,327,2012-08-07,9
"13902",13902,2012-08-07,3,1,"Aug",10,0,2,1,"Mist-Cloudy",0.74,0.697,0.7,0.1343,89,161,250,2012-08-07,10
"13903",13903,2012-08-07,3,1,"Aug",11,0,2,1,"Mist-Cloudy",0.76,0.7273,0.66,0.0896,84,130,214,2012-08-07,11
"13904",13904,2012-08-07,3,1,"Aug",12,0,2,1,"Mist-Cloudy",0.8,0.7576,0.55,0.1343,86,197,283,2012-08-07,12
"13905",13905,2012-08-07,3,1,"Aug",13,0,2,1,"Mist-Cloudy",0.8,0.7424,0.52,0.194,68,185,253,2012-08-07,13
"13906",13906,2012-08-07,3,1,"Aug",14,0,2,1,"Mist-Cloudy",0.82,0.7576,0.46,0,76,185,261,2012-08-07,14
"13907",13907,2012-08-07,3,1,"Aug",15,0,2,1,"Clear-Few clouds",0.8,0.7424,0.52,0,100,206,306,2012-08-07,15
"13908",13908,2012-08-07,3,1,"Aug",16,0,2,1,"Light Snow-Rain",0.76,0.7273,0.66,0.2836,101,344,445,2012-08-07,16
"13909",13909,2012-08-07,3,1,"Aug",17,0,2,1,"Mist-Cloudy",0.78,0.7424,0.62,0.1343,125,743,868,2012-08-07,17
"13910",13910,2012-08-07,3,1,"Aug",18,0,2,1,"Mist-Cloudy",0.76,0.7121,0.62,0.1642,103,711,814,2012-08-07,18
"13911",13911,2012-08-07,3,1,"Aug",19,0,2,1,"Mist-Cloudy",0.76,0.7273,0.66,0.1045,104,506,610,2012-08-07,19
"13912",13912,2012-08-07,3,1,"Aug",20,0,2,1,"Mist-Cloudy",0.74,0.697,0.7,0.1343,74,374,448,2012-08-07,20
"13913",13913,2012-08-07,3,1,"Aug",21,0,2,1,"Mist-Cloudy",0.72,0.697,0.74,0,70,247,317,2012-08-07,21
"13914",13914,2012-08-07,3,1,"Aug",22,0,2,1,"Clear-Few clouds",0.72,0.697,0.74,0.1045,43,181,224,2012-08-07,22
"13915",13915,2012-08-07,3,1,"Aug",23,0,2,1,"Clear-Few clouds",0.72,0.697,0.79,0,18,120,138,2012-08-07,23
"13916",13916,2012-08-08,3,1,"Aug",0,0,3,1,"Clear-Few clouds",0.7,0.6667,0.84,0,12,46,58,2012-08-08,0
"13917",13917,2012-08-08,3,1,"Aug",1,0,3,1,"Clear-Few clouds",0.72,0.697,0.79,0,3,20,23,2012-08-08,1
"13918",13918,2012-08-08,3,1,"Aug",2,0,3,1,"Clear-Few clouds",0.7,0.6667,0.84,0,1,5,6,2012-08-08,2
"13919",13919,2012-08-08,3,1,"Aug",3,0,3,1,"Clear-Few clouds",0.7,0.6667,0.84,0,1,6,7,2012-08-08,3
"13920",13920,2012-08-08,3,1,"Aug",4,0,3,1,"Clear-Few clouds",0.7,0.6667,0.84,0,1,6,7,2012-08-08,4
"13921",13921,2012-08-08,3,1,"Aug",5,0,3,1,"Mist-Cloudy",0.68,0.6364,0.89,0.1642,3,40,43,2012-08-08,5
"13922",13922,2012-08-08,3,1,"Aug",6,0,3,1,"Mist-Cloudy",0.7,0.6667,0.84,0.1642,4,169,173,2012-08-08,6
"13923",13923,2012-08-08,3,1,"Aug",7,0,3,1,"Mist-Cloudy",0.7,0.6667,0.84,0.1642,24,458,482,2012-08-08,7
"13924",13924,2012-08-08,3,1,"Aug",8,0,3,1,"Mist-Cloudy",0.74,0.7273,0.72,0.0896,48,689,737,2012-08-08,8
"13925",13925,2012-08-08,3,1,"Aug",9,0,3,1,"Mist-Cloudy",0.76,0.7273,0.66,0,33,308,341,2012-08-08,9
"13926",13926,2012-08-08,3,1,"Aug",10,0,3,1,"Mist-Cloudy",0.8,0.7424,0.52,0.1343,63,151,214,2012-08-08,10
"13927",13927,2012-08-08,3,1,"Aug",11,0,3,1,"Mist-Cloudy",0.8,0.7424,0.52,0,80,159,239,2012-08-08,11
"13928",13928,2012-08-08,3,1,"Aug",12,0,3,1,"Mist-Cloudy",0.8,0.7424,0.52,0,63,217,280,2012-08-08,12
"13929",13929,2012-08-08,3,1,"Aug",13,0,3,1,"Mist-Cloudy",0.8,0.7424,0.52,0,101,212,313,2012-08-08,13
"13930",13930,2012-08-08,3,1,"Aug",14,0,3,1,"Mist-Cloudy",0.8,0.7424,0.52,0.2537,63,173,236,2012-08-08,14
"13931",13931,2012-08-08,3,1,"Aug",15,0,3,1,"Mist-Cloudy",0.84,0.7576,0.44,0.194,110,168,278,2012-08-08,15
"13932",13932,2012-08-08,3,1,"Aug",16,0,3,1,"Mist-Cloudy",0.8,0.7424,0.49,0.2836,113,328,441,2012-08-08,16
"13933",13933,2012-08-08,3,1,"Aug",17,0,3,1,"Mist-Cloudy",0.8,0.7576,0.55,0.2836,107,751,858,2012-08-08,17
"13934",13934,2012-08-08,3,1,"Aug",18,0,3,1,"Mist-Cloudy",0.78,0.7273,0.55,0.1642,117,745,862,2012-08-08,18
"13935",13935,2012-08-08,3,1,"Aug",19,0,3,1,"Clear-Few clouds",0.76,0.7273,0.66,0.2239,119,567,686,2012-08-08,19
"13936",13936,2012-08-08,3,1,"Aug",20,0,3,1,"Clear-Few clouds",0.74,0.697,0.66,0.194,76,424,500,2012-08-08,20
"13937",13937,2012-08-08,3,1,"Aug",21,0,3,1,"Clear-Few clouds",0.74,0.697,0.66,0.1045,70,311,381,2012-08-08,21
"13938",13938,2012-08-08,3,1,"Aug",22,0,3,1,"Clear-Few clouds",0.72,0.697,0.74,0.1045,35,198,233,2012-08-08,22
"13939",13939,2012-08-08,3,1,"Aug",23,0,3,1,"Clear-Few clouds",0.72,0.6818,0.7,0.1343,16,120,136,2012-08-08,23
"13940",13940,2012-08-09,3,1,"Aug",0,0,4,1,"Clear-Few clouds",0.72,0.697,0.74,0.194,16,51,67,2012-08-09,0
"13941",13941,2012-08-09,3,1,"Aug",1,0,4,1,"Clear-Few clouds",0.7,0.6667,0.79,0.1343,5,23,28,2012-08-09,1
"13942",13942,2012-08-09,3,1,"Aug",2,0,4,1,"Clear-Few clouds",0.7,0.6667,0.84,0.0896,2,12,14,2012-08-09,2
"13943",13943,2012-08-09,3,1,"Aug",3,0,4,1,"Clear-Few clouds",0.68,0.6364,0.83,0.0896,1,5,6,2012-08-09,3
"13944",13944,2012-08-09,3,1,"Aug",4,0,4,1,"Mist-Cloudy",0.68,0.6364,0.89,0.1343,0,10,10,2012-08-09,4
"13945",13945,2012-08-09,3,1,"Aug",5,0,4,1,"Mist-Cloudy",0.66,0.5909,0.94,0,4,37,41,2012-08-09,5
"13946",13946,2012-08-09,3,1,"Aug",6,0,4,1,"Clear-Few clouds",0.66,0.6061,0.83,0.1642,5,162,167,2012-08-09,6
"13947",13947,2012-08-09,3,1,"Aug",7,0,4,1,"Mist-Cloudy",0.7,0.6667,0.84,0.1642,24,451,475,2012-08-09,7
"13948",13948,2012-08-09,3,1,"Aug",8,0,4,1,"Clear-Few clouds",0.72,0.697,0.74,0.1045,28,670,698,2012-08-09,8
"13949",13949,2012-08-09,3,1,"Aug",9,0,4,1,"Clear-Few clouds",0.76,0.7273,0.66,0.1642,54,299,353,2012-08-09,9
"13950",13950,2012-08-09,3,1,"Aug",10,0,4,1,"Clear-Few clouds",0.8,0.7576,0.55,0.2239,72,133,205,2012-08-09,10
"13951",13951,2012-08-09,3,1,"Aug",11,0,4,1,"Clear-Few clouds",0.84,0.7576,0.44,0,94,166,260,2012-08-09,11
"13952",13952,2012-08-09,3,1,"Aug",12,0,4,1,"Clear-Few clouds",0.84,0.7576,0.44,0.1045,85,192,277,2012-08-09,12
"13953",13953,2012-08-09,3,1,"Aug",13,0,4,1,"Clear-Few clouds",0.86,0.7879,0.41,0.1045,80,201,281,2012-08-09,13
"13954",13954,2012-08-09,3,1,"Aug",14,0,4,1,"Clear-Few clouds",0.88,0.7727,0.32,0.2239,86,161,247,2012-08-09,14
"13955",13955,2012-08-09,3,1,"Aug",15,0,4,1,"Clear-Few clouds",0.88,0.7727,0.32,0.2239,63,204,267,2012-08-09,15
"13956",13956,2012-08-09,3,1,"Aug",16,0,4,1,"Clear-Few clouds",0.86,0.7727,0.39,0.2537,97,320,417,2012-08-09,16
"13957",13957,2012-08-09,3,1,"Aug",17,0,4,1,"Clear-Few clouds",0.86,0.7576,0.36,0.2537,111,699,810,2012-08-09,17
"13958",13958,2012-08-09,3,1,"Aug",18,0,4,1,"Mist-Cloudy",0.82,0.7576,0.46,0.2537,78,733,811,2012-08-09,18
"13959",13959,2012-08-09,3,1,"Aug",19,0,4,1,"Clear-Few clouds",0.8,0.7576,0.55,0.194,90,533,623,2012-08-09,19
"13960",13960,2012-08-09,3,1,"Aug",20,0,4,1,"Clear-Few clouds",0.7,0.6515,0.54,0.2836,91,387,478,2012-08-09,20
"13961",13961,2012-08-09,3,1,"Aug",21,0,4,1,"Mist-Cloudy",0.7,0.6515,0.58,0.1642,50,286,336,2012-08-09,21
"13962",13962,2012-08-09,3,1,"Aug",22,0,4,1,"Mist-Cloudy",0.66,0.6212,0.69,0.2239,41,218,259,2012-08-09,22
"13963",13963,2012-08-09,3,1,"Aug",23,0,4,1,"Clear-Few clouds",0.66,0.6212,0.74,0,19,137,156,2012-08-09,23
"13964",13964,2012-08-10,3,1,"Aug",0,0,5,1,"Clear-Few clouds",0.7,0.6515,0.65,0.0896,17,68,85,2012-08-10,0
"13965",13965,2012-08-10,3,1,"Aug",1,0,5,1,"Clear-Few clouds",0.7,0.6515,0.65,0.1045,6,35,41,2012-08-10,1
"13966",13966,2012-08-10,3,1,"Aug",2,0,5,1,"Clear-Few clouds",0.7,0.6667,0.74,0.1642,6,14,20,2012-08-10,2
"13967",13967,2012-08-10,3,1,"Aug",3,0,5,1,"Mist-Cloudy",0.72,0.697,0.79,0.194,3,6,9,2012-08-10,3
"13968",13968,2012-08-10,3,1,"Aug",4,0,5,1,"Light Snow-Rain",0.7,0.6667,0.84,0.2836,0,7,7,2012-08-10,4
"13969",13969,2012-08-10,3,1,"Aug",5,0,5,1,"Light Snow-Rain",0.7,0.6667,0.84,0.2836,4,29,33,2012-08-10,5
"13970",13970,2012-08-10,3,1,"Aug",6,0,5,1,"Light Snow-Rain",0.64,0.5758,0.89,0.2985,3,41,44,2012-08-10,6
"13971",13971,2012-08-10,3,1,"Aug",7,0,5,1,"Light Snow-Rain",0.64,0.5758,0.89,0.1045,5,128,133,2012-08-10,7
"13972",13972,2012-08-10,3,1,"Aug",8,0,5,1,"Light Snow-Rain",0.62,0.5455,0.91,0.1642,7,112,119,2012-08-10,8
"13973",13973,2012-08-10,3,1,"Aug",9,0,5,1,"Mist-Cloudy",0.64,0.5758,0.89,0,21,199,220,2012-08-10,9
"13974",13974,2012-08-10,3,1,"Aug",10,0,5,1,"Clear-Few clouds",0.66,0.5909,0.89,0.1045,27,166,193,2012-08-10,10
"13975",13975,2012-08-10,3,1,"Aug",11,0,5,1,"Light Snow-Rain",0.68,0.6364,0.79,0.1343,73,178,251,2012-08-10,11
"13976",13976,2012-08-10,3,1,"Aug",12,0,5,1,"Mist-Cloudy",0.74,0.697,0.66,0.3582,75,240,315,2012-08-10,12
"13977",13977,2012-08-10,3,1,"Aug",13,0,5,1,"Mist-Cloudy",0.76,0.7121,0.58,0.3582,66,224,290,2012-08-10,13
"13978",13978,2012-08-10,3,1,"Aug",14,0,5,1,"Clear-Few clouds",0.76,0.7121,0.58,0.3582,71,236,307,2012-08-10,14
"13979",13979,2012-08-10,3,1,"Aug",15,0,5,1,"Clear-Few clouds",0.8,0.7424,0.52,0.4478,100,224,324,2012-08-10,15
"13980",13980,2012-08-10,3,1,"Aug",16,0,5,1,"Clear-Few clouds",0.78,0.7273,0.55,0.2985,96,371,467,2012-08-10,16
"13981",13981,2012-08-10,3,1,"Aug",17,0,5,1,"Clear-Few clouds",0.8,0.7424,0.52,0.2836,111,619,730,2012-08-10,17
"13982",13982,2012-08-10,3,1,"Aug",18,0,5,1,"Clear-Few clouds",0.76,0.7121,0.62,0.2985,88,552,640,2012-08-10,18
"13983",13983,2012-08-10,3,1,"Aug",19,0,5,1,"Clear-Few clouds",0.76,0.7121,0.62,0.2836,98,394,492,2012-08-10,19
"13984",13984,2012-08-10,3,1,"Aug",20,0,5,1,"Clear-Few clouds",0.74,0.697,0.66,0.2985,55,315,370,2012-08-10,20
"13985",13985,2012-08-10,3,1,"Aug",21,0,5,1,"Clear-Few clouds",0.74,0.697,0.66,0.2537,50,236,286,2012-08-10,21
"13986",13986,2012-08-10,3,1,"Aug",22,0,5,1,"Clear-Few clouds",0.72,0.697,0.74,0.2836,50,168,218,2012-08-10,22
"13987",13987,2012-08-10,3,1,"Aug",23,0,5,1,"Clear-Few clouds",0.72,0.6818,0.7,0.2836,33,159,192,2012-08-10,23
"13988",13988,2012-08-11,3,1,"Aug",0,0,6,0,"Clear-Few clouds",0.7,0.6515,0.7,0.2836,38,142,180,2012-08-11,0
"13989",13989,2012-08-11,3,1,"Aug",1,0,6,0,"Clear-Few clouds",0.66,0.6212,0.74,0.2239,32,84,116,2012-08-11,1
"13990",13990,2012-08-11,3,1,"Aug",2,0,6,0,"Light Snow-Rain",0.64,0.5909,0.78,0.194,19,66,85,2012-08-11,2
"13991",13991,2012-08-11,3,1,"Aug",3,0,6,0,"Light Snow-Rain",0.62,0.5758,0.83,0.1642,2,19,21,2012-08-11,3
"13992",13992,2012-08-11,3,1,"Aug",4,0,6,0,"Clear-Few clouds",0.62,0.5758,0.83,0.1045,3,7,10,2012-08-11,4
"13993",13993,2012-08-11,3,1,"Aug",5,0,6,0,"Clear-Few clouds",0.62,0.5606,0.88,0.1045,2,9,11,2012-08-11,5
"13994",13994,2012-08-11,3,1,"Aug",6,0,6,0,"Mist-Cloudy",0.62,0.5606,0.88,0.1045,5,18,23,2012-08-11,6
"13995",13995,2012-08-11,3,1,"Aug",7,0,6,0,"Clear-Few clouds",0.64,0.5758,0.83,0.0896,8,54,62,2012-08-11,7
"13996",13996,2012-08-11,3,1,"Aug",8,0,6,0,"Clear-Few clouds",0.66,0.6061,0.83,0.1045,30,132,162,2012-08-11,8
"13997",13997,2012-08-11,3,1,"Aug",9,0,6,0,"Clear-Few clouds",0.68,0.6364,0.79,0.194,54,217,271,2012-08-11,9
"13998",13998,2012-08-11,3,1,"Aug",10,0,6,0,"Clear-Few clouds",0.72,0.6818,0.62,0.0896,125,282,407,2012-08-11,10
"13999",13999,2012-08-11,3,1,"Aug",11,0,6,0,"Clear-Few clouds",0.74,0.697,0.66,0.1642,203,296,499,2012-08-11,11
"14000",14000,2012-08-11,3,1,"Aug",12,0,6,0,"Clear-Few clouds",0.76,0.7121,0.58,0.2239,214,332,546,2012-08-11,12
"14001",14001,2012-08-11,3,1,"Aug",13,0,6,0,"Clear-Few clouds",0.8,0.7424,0.49,0.3582,228,341,569,2012-08-11,13
"14002",14002,2012-08-11,3,1,"Aug",14,0,6,0,"Clear-Few clouds",0.8,0.7424,0.49,0.2985,248,290,538,2012-08-11,14
"14003",14003,2012-08-11,3,1,"Aug",15,0,6,0,"Clear-Few clouds",0.8,0.7273,0.46,0.2836,246,316,562,2012-08-11,15
"14004",14004,2012-08-11,3,1,"Aug",16,0,6,0,"Clear-Few clouds",0.8,0.7273,0.46,0.2985,227,304,531,2012-08-11,16
"14005",14005,2012-08-11,3,1,"Aug",17,0,6,0,"Light Snow-Rain",0.74,0.697,0.66,0.3582,220,292,512,2012-08-11,17
"14006",14006,2012-08-11,3,1,"Aug",18,0,6,0,"Mist-Cloudy",0.7,0.6667,0.74,0.2985,107,193,300,2012-08-11,18
"14007",14007,2012-08-11,3,1,"Aug",19,0,6,0,"Mist-Cloudy",0.66,0.5909,0.89,0.1045,97,178,275,2012-08-11,19
"14008",14008,2012-08-11,3,1,"Aug",20,0,6,0,"Light Snow-Rain",0.66,0.5909,0.89,0.4179,31,129,160,2012-08-11,20
"14009",14009,2012-08-11,3,1,"Aug",21,0,6,0,"Mist-Cloudy",0.66,0.5909,0.89,0.1642,26,102,128,2012-08-11,21
"14010",14010,2012-08-11,3,1,"Aug",22,0,6,0,"Mist-Cloudy",0.66,0.5909,0.89,0.1642,40,128,168,2012-08-11,22
"14011",14011,2012-08-11,3,1,"Aug",23,0,6,0,"Light Snow-Rain",0.66,0.6061,0.78,0.1642,42,121,163,2012-08-11,23
"14012",14012,2012-08-12,3,1,"Aug",0,0,0,0,"Mist-Cloudy",0.64,0.6061,0.73,0.1343,24,96,120,2012-08-12,0
"14013",14013,2012-08-12,3,1,"Aug",1,0,0,0,"Clear-Few clouds",0.62,0.5909,0.78,0.1343,21,92,113,2012-08-12,1
"14014",14014,2012-08-12,3,1,"Aug",2,0,0,0,"Clear-Few clouds",0.64,0.6061,0.69,0.1343,19,67,86,2012-08-12,2
"14015",14015,2012-08-12,3,1,"Aug",3,0,0,0,"Clear-Few clouds",0.62,0.5909,0.73,0.0896,11,37,48,2012-08-12,3
"14016",14016,2012-08-12,3,1,"Aug",4,0,0,0,"Clear-Few clouds",0.64,0.6061,0.69,0.0896,2,8,10,2012-08-12,4
"14017",14017,2012-08-12,3,1,"Aug",5,0,0,0,"Clear-Few clouds",0.64,0.6212,0.61,0.194,1,9,10,2012-08-12,5
"14018",14018,2012-08-12,3,1,"Aug",6,0,0,0,"Clear-Few clouds",0.64,0.6061,0.65,0.1642,2,14,16,2012-08-12,6
"14019",14019,2012-08-12,3,1,"Aug",7,0,0,0,"Clear-Few clouds",0.64,0.6061,0.65,0.1343,9,30,39,2012-08-12,7
"14020",14020,2012-08-12,3,1,"Aug",8,0,0,0,"Clear-Few clouds",0.66,0.6212,0.54,0.2239,35,84,119,2012-08-12,8
"14021",14021,2012-08-12,3,1,"Aug",9,0,0,0,"Clear-Few clouds",0.7,0.6515,0.48,0.2239,64,153,217,2012-08-12,9
"14022",14022,2012-08-12,3,1,"Aug",10,0,0,0,"Clear-Few clouds",0.7,0.6515,0.51,0.1642,88,240,328,2012-08-12,10
"14023",14023,2012-08-12,3,1,"Aug",11,0,0,0,"Clear-Few clouds",0.74,0.6667,0.42,0.1642,167,282,449,2012-08-12,11
"14024",14024,2012-08-12,3,1,"Aug",12,0,0,0,"Clear-Few clouds",0.74,0.6667,0.42,0.194,163,342,505,2012-08-12,12
"14025",14025,2012-08-12,3,1,"Aug",13,0,0,0,"Clear-Few clouds",0.78,0.697,0.4,0,178,365,543,2012-08-12,13
"14026",14026,2012-08-12,3,1,"Aug",14,0,0,0,"Clear-Few clouds",0.76,0.6818,0.4,0.194,213,366,579,2012-08-12,14
"14027",14027,2012-08-12,3,1,"Aug",15,0,0,0,"Clear-Few clouds",0.76,0.6818,0.4,0.1343,235,342,577,2012-08-12,15
"14028",14028,2012-08-12,3,1,"Aug",16,0,0,0,"Clear-Few clouds",0.76,0.6818,0.4,0.1045,213,300,513,2012-08-12,16
"14029",14029,2012-08-12,3,1,"Aug",17,0,0,0,"Clear-Few clouds",0.8,0.697,0.33,0,186,319,505,2012-08-12,17
"14030",14030,2012-08-12,3,1,"Aug",18,0,0,0,"Clear-Few clouds",0.78,0.6818,0.35,0.1045,164,327,491,2012-08-12,18
"14031",14031,2012-08-12,3,1,"Aug",19,0,0,0,"Clear-Few clouds",0.74,0.6515,0.4,0.1343,148,317,465,2012-08-12,19
"14032",14032,2012-08-12,3,1,"Aug",20,0,0,0,"Clear-Few clouds",0.72,0.6515,0.45,0,96,204,300,2012-08-12,20
"14033",14033,2012-08-12,3,1,"Aug",21,0,0,0,"Clear-Few clouds",0.72,0.6667,0.51,0.0896,78,142,220,2012-08-12,21
"14034",14034,2012-08-12,3,1,"Aug",22,0,0,0,"Clear-Few clouds",0.7,0.6515,0.58,0.1343,40,141,181,2012-08-12,22
"14035",14035,2012-08-12,3,1,"Aug",23,0,0,0,"Clear-Few clouds",0.68,0.6364,0.61,0,25,85,110,2012-08-12,23
"14036",14036,2012-08-13,3,1,"Aug",0,0,1,1,"Clear-Few clouds",0.66,0.6212,0.65,0.1045,14,33,47,2012-08-13,0
"14037",14037,2012-08-13,3,1,"Aug",1,0,1,1,"Clear-Few clouds",0.66,0.6212,0.65,0.0896,3,11,14,2012-08-13,1
"14038",14038,2012-08-13,3,1,"Aug",2,0,1,1,"Clear-Few clouds",0.64,0.6061,0.69,0.1045,1,8,9,2012-08-13,2
"14039",14039,2012-08-13,3,1,"Aug",3,0,1,1,"Clear-Few clouds",0.64,0.6061,0.69,0,1,5,6,2012-08-13,3
"14040",14040,2012-08-13,3,1,"Aug",4,0,1,1,"Clear-Few clouds",0.64,0.6061,0.69,0.1045,0,11,11,2012-08-13,4
"14041",14041,2012-08-13,3,1,"Aug",5,0,1,1,"Clear-Few clouds",0.64,0.6061,0.69,0.1045,3,33,36,2012-08-13,5
"14042",14042,2012-08-13,3,1,"Aug",6,0,1,1,"Clear-Few clouds",0.62,0.5909,0.73,0.0896,4,155,159,2012-08-13,6
"14043",14043,2012-08-13,3,1,"Aug",7,0,1,1,"Clear-Few clouds",0.66,0.6212,0.65,0.1343,11,425,436,2012-08-13,7
"14044",14044,2012-08-13,3,1,"Aug",8,0,1,1,"Mist-Cloudy",0.72,0.6667,0.51,0.0896,25,648,673,2012-08-13,8
"14045",14045,2012-08-13,3,1,"Aug",9,0,1,1,"Mist-Cloudy",0.74,0.6667,0.45,0,40,265,305,2012-08-13,9
"14046",14046,2012-08-13,3,1,"Aug",10,0,1,1,"Mist-Cloudy",0.76,0.6818,0.4,0,88,111,199,2012-08-13,10
"14047",14047,2012-08-13,3,1,"Aug",11,0,1,1,"Clear-Few clouds",0.76,0.6818,0.4,0.0896,94,151,245,2012-08-13,11
"14048",14048,2012-08-13,3,1,"Aug",12,0,1,1,"Clear-Few clouds",0.78,0.697,0.4,0.194,96,180,276,2012-08-13,12
"14049",14049,2012-08-13,3,1,"Aug",13,0,1,1,"Clear-Few clouds",0.78,0.697,0.4,0.1642,79,175,254,2012-08-13,13
"14050",14050,2012-08-13,3,1,"Aug",14,0,1,1,"Clear-Few clouds",0.8,0.697,0.33,0.1045,85,163,248,2012-08-13,14
"14051",14051,2012-08-13,3,1,"Aug",15,0,1,1,"Clear-Few clouds",0.82,0.7273,0.34,0.2239,80,194,274,2012-08-13,15
